project,last_updated,Barcodes,Geno,Nitrogen,rep,Leaf_no,Photo,Cond,Tleaf,Trans,VpdL,lma_gm2,d13c,d15n,cent_n,cent_c,n_mass_mg_per_g,n_area_gm2,c_mass_mg_per_g,c_area_gm2
cousins_pheno_0,2019/01/17 08:11:28,Fa017AC031686,G01,100,2,6,31.41539415,0.218204251,31.96006155,0.004032798,1.905714782,28.61682498,-16.5,-5.75,4.277,49.318,42.77,1.223941604,493.18,14.11324574
cousins_pheno_0,2019/01/17 08:11:28,Fa017AC031716,G01,100,3,5,22.26331855,0.12095229,31.99574757,0.002984867,2.439091869,31.39308412,-16.08,-2.88,3.538007483,41.26650748,35.38007483,1.110689665,412.6650748,12.95482941
cousins_pheno_0,2019/01/17 08:11:28,Fa017AC031746,G01,100,4,6,31.1623713,0.178469859,31.90470409,0.003904487,2.213145023,32.6744345,-16.2,-4.33,4.264444444,50.70029543,42.64444444,1.393383107,507.0029543,16.56603482
cousins_pheno_0,2019/01/17 08:11:28,Fa017AC031806,G01,100,6,4,17.25509505,0.088045035,31.97539266,0.002462355,2.743489791,32.6744345,-16.61,-2.2,3.278892157,42.74818628,32.78892157,1.07135947,427.4818628,13.96772813
cousins_pheno_0,2019/01/17 08:11:28,Fa017AB031446,G01,50,3,5,19.0544756,0.106665986,31.88516903,0.002617196,2.420717509,22.85074831,-15.57,-0.41,2.696026168,46.55765794,26.96026168,0.616062154,465.5765794,10.63877323
cousins_pheno_0,2019/01/17 08:11:28,Fa017AB031476,G01,50,4,5,22.2095439,0.114385881,31.82931328,0.002700043,2.326107773,22.63718991,-15.61,-1.39,3.053867925,31.11704546,30.53867925,0.691309882,311.1704546,7.044024675
cousins_pheno_0,2019/01/17 08:11:28,Fa017AB031536,G01,50,6,4,14.1062938,0.083400862,32.15788778,0.002045791,2.391181265,23.49142349,-16.03,-1.06,2.355027273,45.79893396,23.55027273,0.55322943,457.9893396,10.75882153
cousins_pheno_0,2019/01/17 08:11:28,Fa017AB031626,G01,50,9,5,20.55450286,0.108668714,31.90112734,0.002482408,2.247412784,30.53885054,-15.87,-1.75,2.421,48.012,24.21,0.739345572,480.12,14.66231292
cousins_pheno_0,2019/01/17 08:11:28,Fa018AA031207,G02,10,1,6,22.32703461,0.136370266,31.95388031,0.003525552,2.572911147,46.98284699,-14.83,-1.68,2.727945455,45.15082909,27.27945455,1.281666439,451.5082909,21.21314495
cousins_pheno_0,2019/01/17 08:11:28,Fa018AA031237,G02,10,2,6,22.54432945,0.152230039,32.10166169,0.003443047,2.242069781,32.88799289,-16.03,-0.52,2.697,42.916,26.97,0.886989168,429.16,14.11421103
cousins_pheno_0,2019/01/17 08:11:28,Fa018AA031267,G02,10,3,5,20.54801111,0.100365545,32.06271744,0.002425477,2.363444625,30.11173375,-15.84,-1.02,2.845971631,55.4752027,28.45971631,0.8569714,554.752027,16.70454533
cousins_pheno_0,2019/01/17 08:11:28,Fa018AA031327,G02,10,5,5,14.91851485,0.075046496,32.11420536,0.002046002,2.655929409,48.26419736,-15.06,-2.92,2.767,40.427,27.67,1.335470341,404.27,19.51176707
cousins_pheno_0,2019/01/17 08:11:28,Fa018AA031357,G02,10,6,6,30.08800769,0.162338314,31.83159828,0.004178384,2.567649159,24.55921547,-15.79,-2.48,3.574,46.945,35.74,0.877746361,469.45,11.5293237
cousins_pheno_0,2019/01/17 08:11:28,Fa018AC031687,G02,100,2,4,32.27798279,0.210226407,32.05870874,0.005314612,2.547524009,21.35583954,-16.02,-4.06,4.323,42.338,43.23,0.923212943,423.38,9.041635344
cousins_pheno_0,2019/01/17 08:11:28,Fa018AC031717,G02,100,3,6,32.91234058,0.225863503,31.91585255,0.005011547,2.289915193,29.68461696,-15.56,-6.98,4.608,47.755,46.08,1.36786715,477.55,14.17588883
cousins_pheno_0,2019/01/17 08:11:28,Fa018AC031807,G02,100,6,5,29.11421903,0.151528454,32.07471562,0.003652538,2.379606313,23.70498189,-16.42,-2.8,4.306981982,49.44848649,43.06981982,1.020969299,494.4848649,11.72175477
cousins_pheno_0,2019/01/17 08:11:28,Fa018AC031897,G02,100,9,6,30.45405781,0.164139179,31.84074593,0.003720195,2.274658414,26.69479943,-16.3,-4.91,4.3895104,50.972704,43.895104,1.171770997,509.72704,13.6070611
cousins_pheno_0,2019/01/17 08:11:28,Fa018AB031387,G02,50,1,6,27.74195629,0.189540633,32.06086827,0.004102651,2.172045142,31.60664252,-15.51,-1.53,3.128,42.096,31.28,0.988655778,420.96,13.30513224
cousins_pheno_0,2019/01/17 08:11:28,Fa018AB031417,G02,50,2,6,25.34256191,0.151684744,32.26044655,0.003799896,2.490836422,26.26768264,-15.61,-0.65,2.572350407,40.87909919,25.72350407,0.675696841,408.7909919,10.73799204
cousins_pheno_0,2019/01/17 08:11:28,Fa018AB031567,G02,50,7,5,17.72652942,0.100611854,31.89756679,0.002435869,2.36618295,26.90835782,-14.97,-1.76,3.223,42.206,32.23,0.867256373,422.06,11.3569415
cousins_pheno_0,2019/01/17 08:11:28,Fa018AB031627,G02,50,9,5,12.16695293,0.073170146,31.98850123,0.001812959,2.407062473,32.03375931,-15.64,-2.01,1.956,39.478,19.56,0.626580332,394.78,12.6462875
cousins_pheno_0,2019/01/17 08:11:28,,G02,50,l,,26.56466402,0.1547079,32.02378941,0.003637786,2.345404879,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa019AA031238,S01,10,2,5,21.60756237,0.116300692,31.74335003,0.002903472,2.458425837,30.53885054,-15.6,-1.92,2.360520979,38.98641539,23.60520979,0.720875974,389.8641539,11.90600313
cousins_pheno_0,2019/01/17 08:11:28,Fa019AA031358,S01,10,6,4,33.39511336,0.175792879,32.05030346,0.004788627,2.716001277,29.14572864,-15.37,-4.05,5.098,47.396,50.98,1.485849246,473.96,13.81390955
cousins_pheno_0,2019/01/17 08:11:28,,S01,10,l,,19.50385794,0.100743945,31.9536233,0.002561236,2.495764021,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa019AC031688,S01,100,2,5,25.97579933,0.15774451,32.04302884,0.00351209,2.211110574,36.51848561,-15.97,-2.5,3.565,43.125,35.65,1.301884012,431.25,15.74859692
cousins_pheno_0,2019/01/17 08:11:28,Fa019AC031718,S01,100,3,4,34.88454704,0.209851315,31.99707794,0.004941431,2.368443302,26.05412424,-15.61,-0.2,1.766,36.696,17.66,0.460115834,366.96,9.560821431
cousins_pheno_0,2019/01/17 08:11:28,Fa019AC031838,S01,100,7,6,34.78288426,0.219383454,31.93051434,0.004867556,2.237094548,24.98633226,-15.59,-4.98,4.620847863,50.63497436,46.20847863,1.1545804,506.3497436,12.65182293
cousins_pheno_0,2019/01/17 08:11:28,Fa019AC031868,S01,100,8,6,31.93939791,0.22147291,32.17946339,0.00478499,2.178811511,32.88799289,-15.97,-4.98,4.387,47.23,43.87,1.442796248,472.3,15.53299904
cousins_pheno_0,2019/01/17 08:11:28,Fa019AB031448,S01,50,3,5,22.95371589,0.162446662,31.96626473,0.003881371,2.362230649,30.32529215,-15.25,1.29,3.284,42.277,32.84,0.995882594,422.77,12.82062376
cousins_pheno_0,2019/01/17 08:11:28,Fa019AB031538,S01,50,6,4,20.66750257,0.102026127,31.91501109,0.002471822,2.375999298,46.5557302,-15.44,-0.74,2.514704128,86.01677727,25.14704128,1.170738869,860.1677727,40.04573875
cousins_pheno_0,2019/01/17 08:11:28,Fa019AB031568,S01,50,7,5,16.97158911,0.09887818,32.06767273,0.002638791,2.614566864,40.36253673,-15.29,-1,2.372,39.696,23.72,0.957399371,396.96,16.02231258
cousins_pheno_0,2019/01/17 08:11:28,Fa019AB031598,S01,50,8,5,25.71802786,0.139982802,31.88881175,0.003296192,2.32227234,37.1591608,-14.73,-1.49,2.959,40.654,29.59,1.099539568,406.54,15.10668523
cousins_pheno_0,2019/01/17 08:11:28,Fa020AA031209,S02,10,1,5,25.4157753,0.14793934,31.93297672,0.003361161,2.275132453,40.57609513,-15.4,-0.96,1.63551579,39.53414,16.3551579,0.663628443,395.3414,16.04141026
cousins_pheno_0,2019/01/17 08:11:28,Fa020AA031239,S02,10,2,5,12.82612325,0.067013588,31.71308851,0.001525982,2.219399888,37.58627759,-15.43,-0.28,1.656,43.117,16.56,0.622428757,431.17,16.20607531
cousins_pheno_0,2019/01/17 08:11:28,Fa020AA031269,S02,10,3,4,20.51152811,0.102507375,31.96920458,0.002451289,2.331504022,26.26768264,-15.62,-2.57,1.453621951,42.79493902,14.53621951,0.381832801,427.9493902,11.24123877
cousins_pheno_0,2019/01/17 08:11:28,Fa020AA031299,S02,10,4,4,18.4026174,0.095178464,31.93538411,0.002505063,2.579357356,22.42363152,-15.28,-1.9,1.580790476,41.40301429,15.80790476,0.354470631,414.0301429,9.284059363
cousins_pheno_0,2019/01/17 08:11:28,Fa020AA031329,S02,10,5,4,22.52362818,0.113108042,31.84360171,0.002774114,2.420906036,47.40996378,-15.31,-1.3,1.353,41.347,13.53,0.64145681,413.47,19.60259772
cousins_pheno_0,2019/01/17 08:11:28,Fa020AA031359,S02,10,6,5,28.01217475,0.170719833,32.04815388,0.004067172,2.385952883,26.48124103,-15.22,-2.79,3.117,41.001,31.17,0.825420283,410.01,10.85757363
cousins_pheno_0,2019/01/17 08:11:28,Fa020AC031659,S02,100,1,5,25.90338001,0.157859578,31.85676289,0.003106773,1.987482019,35.66425203,-15.9,-4.71,4.102068264,49.54902156,41.02068264,1.462971964,495.4902156,17.67128793
cousins_pheno_0,2019/01/17 08:11:28,Fa020AC031689,S02,100,2,5,27.85747197,0.168392478,31.93426971,0.003512765,2.094721146,35.45069364,-16.06,-4.1,3.536580121,41.45403374,35.36580121,1.253742184,414.5403374,14.6957425
cousins_pheno_0,2019/01/17 08:11:28,Fa020AC031719,S02,100,3,5,26.30034986,0.176687075,31.9135809,0.003416169,1.967650509,35.45069364,-15.8,-4.84,3.649,47.704,36.49,1.293595811,477.04,16.91139889
cousins_pheno_0,2019/01/17 08:11:28,Fa020AC031809,S02,100,6,4,26.28371293,0.158457501,32.03338432,0.003664808,2.294878609,43.77947106,-15.82,-5.44,3.245873171,46.58082439,32.45873171,1.421026106,465.8082439,20.39283853
cousins_pheno_0,2019/01/17 08:11:28,Fa020AB031389,S02,50,1,5,30.54531714,0.204978962,32.08022309,0.004386527,2.154011202,34.16934327,-14.94,-0.88,2.030538125,41.565635,20.30538125,0.693821542,415.65635,14.20270451
cousins_pheno_0,2019/01/17 08:11:28,Fa020AB031479,S02,50,4,4,18.63846618,0.096293573,32.02101008,0.002369261,2.409050978,37.3727192,-15.3,-1.05,1.94,48.648,19.4,0.725030752,486.48,18.18108044
cousins_pheno_0,2019/01/17 08:11:28,Fa021AA031270,S03,10,3,5,25.60783226,0.147869184,31.9441452,0.003038716,2.058453437,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa021AA031270,S03,10,3,4,18.33964121,0.097928835,31.99306393,0.002266291,2.268115676,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa021AA031330,S03,10,5,5,25.65876574,0.150223668,32.04648876,0.003635795,2.407608408,28.61682498,-15.81,-1.63,3.39,42.942,33.9,0.970110367,429.42,12.28863698
cousins_pheno_0,2019/01/17 08:11:28,Fa021AA031360,S03,10,6,5,25.37126009,0.133196567,32.05342197,0.003226177,2.40220379,17.72534682,-15.87,-2.26,3.398,45.383,33.98,0.602307285,453.83,8.044294147
cousins_pheno_0,2019/01/17 08:11:28,Fa021AC031660,S03,100,1,5,32.95366093,0.20357203,32.00270939,0.00421584,2.095220881,25.84056584,-16,-4.78,4.31,46.425,43.1,1.113728388,464.25,11.99648269
cousins_pheno_0,2019/01/17 08:11:28,Fa021AC031720,S03,100,3,6,32.20531003,0.173417495,32.15696907,0.004086941,2.398196279,30.96596733,-15.32,-5.35,4.188,46.434,41.88,1.296854712,464.34,14.37873727
cousins_pheno_0,2019/01/17 08:11:28,Fa021AC031810,S03,100,6,4,19.23273699,0.104264355,31.92330043,0.002420973,2.279975409,25.62700745,-16.46,-2.63,2.064475,44.6523125,20.64475,0.529063162,446.523125,11.44305145
cousins_pheno_0,2019/01/17 08:11:28,Fa021AC031870,S03,100,8,4,20.55329734,0.10848517,32.04552937,0.002650632,2.391122196,39.72186155,-15.9,-5.14,3.352,44.237,33.52,1.331476799,442.37,17.57175989
cousins_pheno_0,2019/01/17 08:11:28,Fa021AC031900,S03,100,9,5,24.10029604,0.131723772,32.08265686,0.00325041,2.451609357,27.33547461,-16.57,-3.81,3.427,42.848,34.27,0.936786715,428.48,11.71270416
cousins_pheno_0,2019/01/17 08:11:28,Fa021AB031390,S03,50,1,5,25.32278601,0.137341878,32.14020443,0.003197723,2.303868741,24.77277387,-15.59,-1.06,2.700097414,43.45285517,27.00097414,0.668889027,434.5285517,10.76447755
cousins_pheno_0,2019/01/17 08:11:28,Fa021AB031540,S03,50,6,4,13.88971983,0.083341851,32.07543182,0.002007246,2.350807637,23.70498189,-15.66,-0.69,1.831283784,21.63154817,18.31283784,0.434105489,216.3154817,5.127754576
cousins_pheno_0,2019/01/17 08:11:28,Fa021AB031600,S03,50,8,5,22.44826557,0.135615152,32.01393509,0.003364611,2.457631596,23.2778651,-15.83,-1.31,2.782,46.163,27.82,0.647590207,461.63,10.74576087
cousins_pheno_0,2019/01/17 08:11:28,Fa022AA031211,S04,10,1,5,25.16105236,0.155826952,31.89407825,0.00333996,2.130731724,27.9761498,-15.41,-1.63,2.639009924,43.78332519,26.39009924,0.73829337,437.8332519,12.24888864
cousins_pheno_0,2019/01/17 08:11:28,Fa022AA031241,S04,10,2,6,22.12096335,0.129588852,32.02955341,0.003199987,2.451950626,26.05412424,-14.73,-2.03,2.198196721,43.52879672,21.98196721,0.572720905,435.2879672,11.34104678
cousins_pheno_0,2019/01/17 08:11:28,Fa022AA031301,S04,10,4,5,22.6604554,0.120887512,31.9569397,0.002810467,2.286731551,25.41344905,-15.34,-2.29,3.819,48.132,38.19,0.970539619,481.32,12.2320013
cousins_pheno_0,2019/01/17 08:11:28,Fa022AA031331,S04,10,5,5,27.2869786,0.136892161,32.0421505,0.003556185,2.563824888,21.35583954,-15.13,-3.57,4.172,46.957,41.72,0.890965626,469.57,10.02806157
cousins_pheno_0,2019/01/17 08:11:28,Fa022AC031691,S04,100,2,4,33.21035068,0.20943088,31.97996585,0.004893798,2.36397452,37.79983599,-15.92,-3.25,2.614,41.199,26.14,0.988087713,411.99,15.57315443
cousins_pheno_0,2019/01/17 08:11:28,Fa022AC031751,S04,100,4,4,18.95068789,0.111229408,32.01105626,0.002794198,2.46427657,32.24731771,-16.11,-4.22,3.565470199,46.26015894,35.65470199,1.149768503,462.6015894,14.91766043
cousins_pheno_0,2019/01/17 08:11:28,Fa022AC031811,S04,100,6,4,27.39865028,0.148613162,32.03270722,0.003774892,2.51449583,27.12191622,-15.84,-3.61,3.570185039,50.48037402,35.70185039,0.968302595,504.8037402,13.69124475
cousins_pheno_0,2019/01/17 08:11:28,Fa022AC031841,S04,100,7,5,27.32036779,0.157647938,32.01449203,0.003734906,2.369771541,32.4608761,-16.08,-4.7,3.504,45.009,35.04,1.137429099,450.09,14.61031572
cousins_pheno_0,2019/01/17 08:11:28,Fa022AC031871,S04,100,8,4,26.36351941,0.14546948,32.02563095,0.003385993,2.303162573,36.94560241,-15.68,-3.08,2.868682659,44.0856948,28.68682659,1.05985209,440.856948,16.28772552
cousins_pheno_0,2019/01/17 08:11:28,Fa022AB031541,S04,50,6,5,24.39943286,0.129810559,32.08928935,0.003096513,2.338966943,42.28456229,-15.06,-1.42,2.001,44.556,20.01,0.846114091,445.56,18.84030957
cousins_pheno_0,2019/01/17 08:11:28,Fa022AB031571,S04,50,7,6,22.39233242,0.123893104,32.02281666,0.003185777,2.560977323,20.28804756,-14.8,-1.84,3.275,46.917,32.75,0.664433558,469.17,9.518543274
cousins_pheno_0,2019/01/17 08:11:28,Fa022AB031631,S04,50,9,5,15.2315388,0.084946588,31.77915828,0.002012367,2.312190797,29.68461696,-14.88,-0.55,1.94,40.898,19.4,0.575881569,408.98,12.14041464
cousins_pheno_0,2019/01/17 08:11:28,Fa023AA031212,S05,10,1,5,28.97500664,0.174744988,31.9792943,0.003737809,2.134738576,28.40326659,-14.86,-2,3.410049624,44.08968872,34.10049624,0.968565486,440.8968872,12.52291183
cousins_pheno_0,2019/01/17 08:11:28,Fa023AA031242,S05,10,2,5,23.84173475,0.129752585,31.67388964,0.002871226,2.183062804,39.29474476,-15.17,-1.61,2.472747826,43.56241739,24.72747826,0.971659947,435.6241739,17.11774072
cousins_pheno_0,2019/01/17 08:11:28,Fa023AA031332,S05,10,5,5,17.18318677,0.111381062,31.66823101,0.00244128,2.15648575,36.09136882,-15.62,-2.15,2.374,43.177,23.74,0.856809096,431.77,15.58317032
cousins_pheno_0,2019/01/17 08:11:28,Fa023AA031362,S05,10,6,5,22.48701175,0.114853935,32.10127544,0.002847082,2.447791722,40.78965352,-15.68,-2.49,2.363,41.787,23.63,0.963859513,417.87,17.04477252
cousins_pheno_0,2019/01/17 08:11:28,Fa023AC031662,S05,100,1,5,24.3574152,0.124968497,32.01614094,0.002819569,2.228309688,30.96596733,-15.78,-3.57,4.125721379,46.47608828,41.25721379,1.277569534,464.7608828,14.39177031
cousins_pheno_0,2019/01/17 08:11:28,Fa023AC031692,S05,100,2,6,31.19117288,0.184046039,32.77448749,0.003973237,2.194564049,41.6438871,-15.46,-4.5,3.957,46.583,39.57,1.647848613,465.83,19.39897193
cousins_pheno_0,2019/01/17 08:11:28,Fa023AC031722,S05,100,3,5,23.09548132,0.122073572,33.32431564,0.003195085,2.576793823,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa023AC031752,S05,100,4,4,14.33270687,0.079929129,31.98202069,0.002114749,2.585841143,42.42693455,-15.83,-3.67,3.483449664,45.74836913,34.83449664,1.477920909,457.4836913,19.40963063
cousins_pheno_0,2019/01/17 08:11:28,Fa023AC031872,S05,100,8,5,18.6308944,0.095229606,31.94067955,0.002432401,2.505835578,26.26768264,-16.15,-4.23,4.021182114,48.05426504,40.21182114,1.056271356,480.5426504,12.62274184
cousins_pheno_0,2019/01/17 08:11:28,Fa023AB031422,S05,50,2,5,18.82877088,0.098365541,32.00482369,0.002295764,2.289047528,35.23713524,-15.24,-1.56,2.684,41.341,26.84,0.94576471,413.41,14.56738408
cousins_pheno_0,2019/01/17 08:11:28,Fa023AB031542,S05,50,6,4,13.04959727,0.124725948,32.44566472,0.003382863,2.672063214,56.84647303,-15.06,-1.35,1.974543796,41.51540146,19.74543796,1.122458506,415.1540146,23.60004149
cousins_pheno_0,2019/01/17 08:11:28,Fa023AB031572,S05,50,7,5,17.58658735,0.102096135,31.9666152,0.002509137,2.418104815,30.75240894,-15.28,-2.53,2.564,27.164,25.64,0.788491765,271.64,8.353584364
cousins_pheno_0,2019/01/17 08:11:28,Fa023AB031602,S05,50,8,3,16.7544518,0.102074873,31.90549564,0.002336656,2.246767727,59.79635071,-15.26,-1.43,2.23,44.22,22.3,1.333458621,442.2,26.44194628
cousins_pheno_0,2019/01/17 08:11:28,Fa024AA031213,S06,10,1,6,24.18749582,0.146462615,31.94810724,0.003573839,2.433031986,34.38290166,-15.1,-2.1,2.253798758,45.68360745,22.53798758,0.774921411,456.8360745,15.70734982
cousins_pheno_0,2019/01/17 08:11:28,Fa024AA031273,S06,10,3,4,19.78489631,0.105962999,32.12834422,0.002558038,2.363056056,35.87781043,-15.98,-2.38,2.25,43.30099226,22.5,0.807250735,433.0099226,15.53544792
cousins_pheno_0,2019/01/17 08:11:28,Fa024AA031333,S06,10,5,5,19.53790344,0.104184183,31.90331411,0.002632869,2.484892951,36.94560241,-15.41,-2.51,2.110201156,40.4213422,21.10201156,0.779626529,404.213422,14.93390838
cousins_pheno_0,2019/01/17 08:11:28,Fa024AC031663,S06,100,1,5,26.44661766,0.156431543,32.13816325,0.003813888,2.431535186,31.60664252,-15.69,-5.44,3.607671622,41.78182027,36.07671622,1.140263873,417.8182027,13.20583057
cousins_pheno_0,2019/01/17 08:11:28,Fa024AC031693,S06,100,2,6,34.23824166,0.228143943,32.02285099,0.004775527,2.133872437,34.59646006,-15.65,-5.79,4.013753086,43.2154679,40.13753086,1.388616483,432.154679,14.95102209
cousins_pheno_0,2019/01/17 08:11:28,Fa024AC031813,S06,100,6,4,26.29800952,0.145784525,32.13683574,0.003742126,2.543424156,35.23713524,-16.03,-3.09,3.203806061,47.51,32.03806061,1.128929475,475.1,16.74116295
cousins_pheno_0,2019/01/17 08:11:28,Fa024AC031873,S06,100,8,5,29.81563098,0.168246888,32.1792841,0.003872691,2.292859898,40.78965352,-15.98,-5.08,3.481,44.99,34.81,1.419887839,449.9,18.35126512
cousins_pheno_0,2019/01/17 08:11:28,Fa024AB031423,S06,50,2,5,25.68065664,0.1327073,32.10784531,0.003159919,2.355388261,23.91854029,-15.4,-1.48,2.392,45.669,23.92,0.572131484,456.69,10.92335817
cousins_pheno_0,2019/01/17 08:11:28,Fa024AB031453,S06,50,3,5,25.49253091,0.172953793,32.07956791,0.003787427,2.187216326,41.21677031,-14.98,-1.28,1.836398964,41.73861554,18.36398964,0.756904343,417.3861554,17.2033093
cousins_pheno_0,2019/01/17 08:11:28,Fa024AB031633,S06,50,9,5,26.44445057,0.163467456,31.99827528,0.003940653,2.404713981,32.88799289,-15.52,-2.09,2.777,44.954,27.77,0.913299563,449.54,14.78446832
cousins_pheno_0,2019/01/17 08:11:28,Fa025AA031214,S07,10,1,5,8.260830276,0.04953372,31.83382301,0.00132366,2.593851559,36.09136882,-15.48,-1.71,2.143,42.822,21.43,0.773438034,428.22,15.45504596
cousins_pheno_0,2019/01/17 08:11:28,Fa025AA031244,S07,10,2,4,20.39528392,0.107443891,31.94743792,0.002638657,2.402971261,17.51178842,-15.79,-0.28,2.483,47.639,24.83,0.434817706,476.39,8.342440885
cousins_pheno_0,2019/01/17 08:11:28,,S07,10,l,,23.79680917,0.147813336,32.03298664,0.003323219,2.226026911,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa025AC031664,S07,100,1,5,25.77270944,0.155026651,31.98123074,0.003413316,2.189477376,32.6744345,-15.61,-0.78,1.617979739,38.99849543,16.17979739,0.52866573,389.9849543,12.74253785
cousins_pheno_0,2019/01/17 08:11:28,Fa025AC031874,S07,100,8,6,18.41467433,0.149207827,32.01100636,0.003525605,2.360110583,26.26768264,-15.87,-2.04,2.648,41.365,26.48,0.695568236,413.65,10.86562692
cousins_pheno_0,2019/01/17 08:11:28,Fa025AC031904,S07,100,9,6,31.75380077,0.189047136,31.9993887,0.004315571,2.300432668,30.75240894,-15.21,-6.3,4.434,48.507,44.34,1.363561812,485.07,14.917071
cousins_pheno_0,2019/01/17 08:11:28,Fa025AB031394,S07,50,1,5,21.47996987,0.121669495,31.93493653,0.003056975,2.477404568,35.45069364,-15.46,-0.73,2.679,45.077,26.79,0.949724083,450.77,15.98010917
cousins_pheno_0,2019/01/17 08:11:28,Fa025AB031454,S07,50,3,6,27.53834396,0.158341946,32.13614178,0.003984979,2.512943066,31.39308412,-15.09,-1.56,2.97132517,44.34945034,29.7132517,0.93279061,443.4945034,13.92266025
cousins_pheno_0,2019/01/17 08:11:28,Fa025AB031604,S07,50,8,5,23.26829344,0.131419698,32.0125618,0.003363849,2.525445934,33.10155129,-14.56,-1.45,3.195,45.83,31.95,1.057594564,458.3,15.17044096
cousins_pheno_0,2019/01/17 08:11:28,Fa026AA031215,S08,10,1,5,23.24903942,0.128290061,32.09032567,0.003273813,2.5197591,26.69479943,-15.44,-1.51,2.49,45.452,24.9,0.664700506,454.52,12.13332024
cousins_pheno_0,2019/01/17 08:11:28,Fa026AA031245,S08,10,2,6,34.2329056,0.207013144,31.91309214,0.004142921,2.031280588,42.28456229,-15.49,-1.71,2.332,42.725,23.32,0.986075993,427.25,18.06607924
cousins_pheno_0,2019/01/17 08:11:28,Fa026AA031245,S08,10,2,5,21.07541854,0.128001156,32.5414629,0.003069818,2.369275133,42.28456229,-15.49,-1.71,2.332,42.725,23.32,0.986075993,427.25,18.06607924
cousins_pheno_0,2019/01/17 08:11:28,Fa026AA031365,S08,10,6,5,21.66683816,0.118238461,32.05457458,0.003239415,2.707079444,27.54903301,-15.93,-2.01,2.269,42.456,22.69,0.625087559,424.56,11.69621745
cousins_pheno_0,2019/01/17 08:11:28,Fa026AC031665,S08,100,1,4,29.28075853,0.192496706,32.000391,0.0047391,2.47827845,56.80653318,-15.85,-3.46,3.513940226,43.15944662,35.13940226,1.99614762,431.5944662,24.51738536
cousins_pheno_0,2019/01/17 08:11:28,Fa026AC031845,S08,100,7,5,25.12151468,0.147881943,31.80328179,0.003631606,2.438656651,33.52866808,-16.12,-4.28,3.436,46.506,34.36,1.152045035,465.06,15.59284238
cousins_pheno_0,2019/01/17 08:11:28,Fa026AC031875,S08,100,8,5,27.78899001,0.14960383,32.04318905,0.003761944,2.494269347,35.23713524,-15.21,-0.3,1.337,39.26,13.37,0.471120498,392.6,13.8340993
cousins_pheno_0,2019/01/17 08:11:28,Fa026AC031905,S08,100,9,6,29.83626128,0.180442957,31.91051531,0.004406737,2.46380569,37.58627759,-15.82,-6.1,3.885,46.561,38.85,1.460226884,465.61,17.50054671
cousins_pheno_0,2019/01/17 08:11:28,Fa026AB031395,S08,50,1,5,21.7342477,0.138039471,32.02204609,0.003100286,2.226077905,26.90835782,-15.33,-0.59,1.932489683,38.5383873,19.32489683,0.520001239,385.383873,10.37004715
cousins_pheno_0,2019/01/17 08:11:28,Fa026AB031485,S08,50,4,5,17.89081692,0.095397392,32.08940125,0.00234814,2.410801828,31.82020092,-15.22,-1.42,1.896832215,43.32371477,18.96832215,0.603575822,433.2371477,13.78569309
cousins_pheno_0,2019/01/17 08:11:28,Fa026AB031575,S08,50,7,5,17.85656483,0.112753234,32.13742638,0.002969888,2.591972372,41.6438871,-15.1,-1.53,1.687,39.414,16.87,0.702532375,394.14,16.41352166
cousins_pheno_0,2019/01/17 08:11:28,Fa027AA031216,S09,10,1,4,17.75083375,0.11066077,32.10243988,0.00263008,2.330293914,21.35583954,-15.99,-3.35,5.253,55.595,52.53,1.121822251,555.95,11.87277899
cousins_pheno_0,2019/01/17 08:11:28,Fa027AA031246,S09,10,2,5,26.39399779,0.152500422,31.9861083,0.0039401,2.576255335,26.90835782,-15.28,-1.36,2.117187302,44.74743492,21.17187302,0.569700335,447.4743492,12.0407999
cousins_pheno_0,2019/01/17 08:11:28,Fa027AA031336,S09,10,5,5,25.65237134,0.134688389,31.90466356,0.003415727,2.505355641,25.62700745,-15.35,-2.53,3.117761667,42.41305667,31.17761667,0.798989015,424.1305667,10.86919719
cousins_pheno_0,2019/01/17 08:11:28,Fa027AA031366,S09,10,6,5,24.72358192,0.163742309,32.11706924,0.004103916,2.4999647,14.94908768,-15.45,-2.86,3.643,51.247,36.43,0.544595264,512.47,7.660958963
cousins_pheno_0,2019/01/17 08:11:28,Fa027AC031696,S09,100,2,4,25.02152617,0.166400735,32.12310219,0.004268116,2.554879861,20.50160596,-16.05,-3.38,3.805041667,47.01409375,38.05041667,0.780094649,470.1409375,9.638644246
cousins_pheno_0,2019/01/17 08:11:28,Fa027AC031756,S09,100,4,5,34.84165884,0.220814591,32.02575429,0.005018451,2.283022039,28.18970819,-16.03,-3.39,3.394106061,46.06470455,33.94106061,0.956788594,460.6470455,12.98550579
cousins_pheno_0,2019/01/17 08:11:28,Fa027AC031846,S09,100,7,6,33.10388651,0.218744689,31.96346378,0.005069754,2.368816238,32.88799289,-15.9,-5.03,3.531,44.315,35.31,1.161275029,443.15,14.57431405
